"","Run","LibraryName","BioProject","ScientificName","avgLength","LibraryStrategy","Platform","Sample","LibraryLayout","LibrarySelection"
"749","SRR24630902","Xag8ra_Mock_1h-1","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724310","PAIRED","size fractionation"
"750","SRR24630901","Xag8ra_Mock_1h-2","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724311","PAIRED","size fractionation"
"751","SRR24630900","Xag8ra_Mock_1h-3","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724312","PAIRED","size fractionation"
"752","SRR24630896","Xag8ra_Mock_3h-1","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724315","PAIRED","size fractionation"
"753","SRR24630894","Xag8ra_Mock_3h-2","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724319","PAIRED","size fractionation"
"754","SRR24630893","Xag8ra_Mock_3h-3","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724318","PAIRED","size fractionation"
"755","SRR24630892","Xag8ra_Mock_6h-1","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724320","PAIRED","size fractionation"
"756","SRR24630883","XCV1-3h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724329","PAIRED","size fractionation"
"757","SRR24630887","XCV1-24h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724325","PAIRED","size fractionation"
"758","SRR24630886","XCV1-24h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724326","PAIRED","size fractionation"
"759","SRR24630885","XCV1-24h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724327","PAIRED","size fractionation"
"760","SRR24630880","XCV1-48h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724333","PAIRED","size fractionation"
"761","SRR24630879","XCV1-48h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724332","PAIRED","size fractionation"
"762","SRR24630878","XCV1-48h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724335","PAIRED","size fractionation"
"763","SRR24630882","XCV1-3h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724328","PAIRED","size fractionation"
"764","SRR24630881","XCV1-3h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724331","PAIRED","size fractionation"
"765","SRR24630877","XCV1-6h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724334","PAIRED","size fractionation"
"766","SRR24630876","XCV1-6h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724336","PAIRED","size fractionation"
"767","SRR24630875","XCV1-6h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724338","PAIRED","size fractionation"
"768","SRR24630890","XCV1-12h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724322","PAIRED","size fractionation"
"769","SRR24630889","XCV1-12h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724323","PAIRED","size fractionation"
"770","SRR24630888","XCV1-12h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724324","PAIRED","size fractionation"
"771","SRR24630874","XCV3-12h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724337","PAIRED","size fractionation"
"772","SRR24630930","mock-48h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724282","PAIRED","size fractionation"
"773","SRR24630929","mock-48h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724283","PAIRED","size fractionation"
"774","SRR24630927","mock-48h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724285","PAIRED","size fractionation"
"775","SRR24630933","mock-3h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724279","PAIRED","size fractionation"
"776","SRR24630932","mock-3h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724280","PAIRED","size fractionation"
"777","SRR24630931","mock-3h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724281","PAIRED","size fractionation"
"778","SRR24630926","mock-6h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724289","PAIRED","size fractionation"
"779","SRR24630925","mock-6h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724287","PAIRED","size fractionation"
"780","SRR24630924","mock-6h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724288","PAIRED","size fractionation"
"781","SRR24630966","CM-PC-6h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724245","PAIRED","size fractionation"
"782","SRR24630965","CM-PC-6h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724247","PAIRED","size fractionation"
"783","SRR24630964","CM-PC-6h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724248","PAIRED","size fractionation"
"784","SRR24630950","CM-PC-12h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724263","PAIRED","size fractionation"
"785","SRR24630939","CM-PC-12h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724272","PAIRED","size fractionation"
"786","SRR24630985","CM-PC-2h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724227","PAIRED","size fractionation"
"787","SRR24630974","CM-PC-2h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724236","PAIRED","size fractionation"
"788","SRR24630969","CM-PC-4h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724243","PAIRED","size fractionation"
"789","SRR24630968","CM-PC-4h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724246","PAIRED","size fractionation"
"790","SRR24630967","CM-PC-4h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724244","PAIRED","size fractionation"
"791","SRR24630987","CM-0h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724225","PAIRED","size fractionation"
"792","SRR24630949","CM-PC-TDW-4h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724260","PAIRED","size fractionation"
"793","SRR24630948","CM-PC-TDW-4h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724264","PAIRED","size fractionation"
"794","SRR24630947","CM-PC-TDW-4h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724267","PAIRED","size fractionation"
"795","SRR24630946","CM-PC-TDW-6h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724266","PAIRED","size fractionation"
"796","SRR24630945","CM-PC-TDW-6h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724265","PAIRED","size fractionation"
"797","SRR24630944","CM-PC-TDW-6h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724269","PAIRED","size fractionation"
"798","SRR24630963","CM-PC-TDW-12h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724249","PAIRED","size fractionation"
"799","SRR24630962","CM-PC-TDW-12h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724252","PAIRED","size fractionation"
"800","SRR24630960","CM-PC-TDW-12h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724251","PAIRED","size fractionation"
"801","SRR24630959","CM-PC-TDW-1D-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724253","PAIRED","size fractionation"
"802","SRR24630986","CM-0h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724226","PAIRED","size fractionation"
"803","SRR24630958","CM-PC-TDW-1D-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724255","PAIRED","size fractionation"
"804","SRR24630957","CM-PC-TDW-1D-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724254","PAIRED","size fractionation"
"805","SRR24630961","CM-0h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724250","PAIRED","size fractionation"
"806","SRR24630956","CM-PC-TDW-1h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724256","PAIRED","size fractionation"
"807","SRR24630955","CM-PC-TDW-1h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724259","PAIRED","size fractionation"
"808","SRR24630954","CM-PC-TDW-1h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724258","PAIRED","size fractionation"
"809","SRR24630953","CM-PC-TDW-2h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724257","PAIRED","size fractionation"
"810","SRR24630952","CM-PC-TDW-2h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724261","PAIRED","size fractionation"
"811","SRR24630951","CM-PC-TDW-2h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724262","PAIRED","size fractionation"
"812","SRR24630979","xcv3-3h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724234","PAIRED","size fractionation"
"813","SRR24630982","XCV3-24h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724230","PAIRED","size fractionation"
"814","SRR24630981","XCV3-24h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724233","PAIRED","size fractionation"
"815","SRR24630980","XCV3-24h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724231","PAIRED","size fractionation"
"816","SRR24630976","XCV3-48h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724238","PAIRED","size fractionation"
"817","SRR24630975","XCV3-48h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724237","PAIRED","size fractionation"
"818","SRR24630973","XCV3-48h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724239","PAIRED","size fractionation"
"819","SRR24630978","XCV3-3h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724232","PAIRED","size fractionation"
"820","SRR24630977","XCV3-3h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724235","PAIRED","size fractionation"
"821","SRR24630972","XCV3-6h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724240","PAIRED","size fractionation"
"822","SRR24630971","XCV3-6h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724241","PAIRED","size fractionation"
"823","SRR24630970","XCV3-6h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724242","PAIRED","size fractionation"
"824","SRR24630984","XCV3-12h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724228","PAIRED","size fractionation"
"825","SRR24630983","XCV3-12h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724229","PAIRED","size fractionation"
"826","SRR24630943","mock-0h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724270","PAIRED","size fractionation"
"827","SRR24630940","mock-12h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724273","PAIRED","size fractionation"
"828","SRR24630938","mock-12h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724274","PAIRED","size fractionation"
"829","SRR24630937","mock-12h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724275","PAIRED","size fractionation"
"830","SRR24630936","mock-24h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724277","PAIRED","size fractionation"
"831","SRR24630935","mock-24h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724276","PAIRED","size fractionation"
"832","SRR24630934","mock-24h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724278","PAIRED","size fractionation"
"833","SRR24630942","mock-0h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724268","PAIRED","size fractionation"
"834","SRR24630941","mock-0h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724271","PAIRED","size fractionation"
"835","SRR24755831","A4-CMV-R1S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840593","PAIRED","Oligo-dT"
"836","SRR24755828","A4-CMV-R2S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840597","PAIRED","Oligo-dT"
"837","SRR24755827","A4-CMV-R3S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840598","PAIRED","Oligo-dT"
"838","SRR24755850","A4-R1S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840578","PAIRED","Oligo-dT"
"839","SRR24755849","A4-R2S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840579","PAIRED","Oligo-dT"
"840","SRR24755848","A4-R3S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840574","PAIRED","Oligo-dT"
"841","SRR24755853","A4-TSWV-R1S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840576","PAIRED","Oligo-dT"
"842","SRR24755852","A4-TSWV-R2S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840575","PAIRED","Oligo-dT"
"843","SRR24755851","A4-TSWV-R3S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840573","PAIRED","Oligo-dT"
"844","SRR24755847","A5-CMV-R1S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840577","PAIRED","Oligo-dT"
"845","SRR24755846","A5-CMV-R2S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840580","PAIRED","Oligo-dT"
"846","SRR24755844","A5-CMV-R3S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840590","PAIRED","Oligo-dT"
"847","SRR24755840","A5-R1S1","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840592","PAIRED","Oligo-dT"
"848","SRR24755839","A5-R2S1","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840586","PAIRED","Oligo-dT"
"849","SRR24755838","A5-R3S1","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840589","PAIRED","Oligo-dT"
"850","SRR24755843","A5-TSWV-R1S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840581","PAIRED","Oligo-dT"
"851","SRR24755842","A5-TSWV-R2S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840584","PAIRED","Oligo-dT"
"852","SRR24755841","A5-TSWV-R3S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840582","PAIRED","Oligo-dT"
"853","SRR24755837","CMV-R1S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840585","PAIRED","Oligo-dT"
"854","SRR24755836","CMV-R2S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840588","PAIRED","Oligo-dT"
"855","SRR24755835","CMV-R3S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840587","PAIRED","Oligo-dT"
"856","SRR24755830","MOCK-R1S1","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840599","PAIRED","Oligo-dT"
"857","SRR24755829","MOCK-R2S1","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840596","PAIRED","Oligo-dT"
"858","SRR24755845","MOCK-R3S1","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840583","PAIRED","Oligo-dT"
"859","SRR24755834","TSWV-R1S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840591","PAIRED","Oligo-dT"
"860","SRR24755833","TSWV-R2S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840594","PAIRED","Oligo-dT"
"861","SRR24755832","TSWV-R3S2","PRJNA975871","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17840595","PAIRED","Oligo-dT"
"862","SRR25016662","14-Z4_1","PRJNA987024","Capsicum",299,"RNA-Seq","ILLUMINA","SRS18057997","PAIRED","PCR"
"863","SRR25016661","14-Z4_2","PRJNA987024","Capsicum",299,"RNA-Seq","ILLUMINA","SRS18057998","PAIRED","PCR"
"864","SRR25016660","14-Z4_3","PRJNA987024","Capsicum",299,"RNA-Seq","ILLUMINA","SRS18057999","PAIRED","PCR"
"865","SRR25016665","14-Z5_1","PRJNA987024","Capsicum",299,"RNA-Seq","ILLUMINA","SRS18057994","PAIRED","PCR"
"866","SRR25016664","14-Z5_2","PRJNA987024","Capsicum",286,"RNA-Seq","ILLUMINA","SRS18057995","PAIRED","PCR"
"867","SRR25016663","14-Z5_3","PRJNA987024","Capsicum",299,"RNA-Seq","ILLUMINA","SRS18057996","PAIRED","PCR"
