"","Run","LibraryName","BioProject","ScientificName","avgLength","LibraryStrategy","Platform","Sample","LibraryLayout","LibrarySelection"
"372","SRR11774125","LCHENGW39","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646928","PAIRED","RANDOM"
"373","SRR11774124","LCHENGW40","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646929","PAIRED","RANDOM"
"374","SRR11774142","LCHENGW23","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646911","PAIRED","RANDOM"
"375","SRR11774122","LCHENGW41","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646931","PAIRED","RANDOM"
"376","SRR11774121","LCHENGW42","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646932","PAIRED","RANDOM"
"377","SRR11774141","LCHENGW24","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646912","PAIRED","RANDOM"
"378","SRR11774140","LCHENGW25","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646913","PAIRED","RANDOM"
"379","SRR11774139","LCHENGW26","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646914","PAIRED","RANDOM"
"380","SRR11774138","LCHENGW27","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646915","PAIRED","RANDOM"
"381","SRR11774137","LCHENGW28","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646916","PAIRED","RANDOM"
"382","SRR11774136","LCHENGW29","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646917","PAIRED","RANDOM"
"383","SRR11774135","LCHENGW30","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646918","PAIRED","RANDOM"
"384","SRR11874039","sig-ABA-12h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735137","PAIRED","size fractionation"
"385","SRR11874038","sig-ABA-12h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735138","PAIRED","size fractionation"
"386","SRR11874037","sig-ABA-12h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735139","PAIRED","size fractionation"
"387","SRR11874035","sig-ABA-24h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735141","PAIRED","size fractionation"
"388","SRR11874034","sig-ABA-24h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735142","PAIRED","size fractionation"
"389","SRR11874033","sig-ABA-24h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735143","PAIRED","size fractionation"
"390","SRR11874041","sig-ABA-6h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735135","PAIRED","size fractionation"
"391","SRR11874040","sig-ABA-6h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735136","PAIRED","size fractionation"
"392","SRR11874032","sig-ET-1h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735144","PAIRED","size fractionation"
"393","SRR11874022","sig-ET-12h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735154","PAIRED","size fractionation"
"394","SRR11874021","sig-ET-12h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735155","PAIRED","size fractionation"
"395","SRR11874020","sig-ET-12h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735156","PAIRED","size fractionation"
"396","SRR11874019","sig-ET-24h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735157","PAIRED","size fractionation"
"397","SRR11874018","sig-ET-24h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735158","PAIRED","size fractionation"
"398","SRR11874017","sig-ET-24h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735159","PAIRED","size fractionation"
"399","SRR11874031","sig-ET-1h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735145","PAIRED","size fractionation"
"400","SRR11874030","sig-ET-1h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735146","PAIRED","size fractionation"
"401","SRR11874029","sig-ET-3h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735147","PAIRED","size fractionation"
"402","SRR11874028","sig-ET-3h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735148","PAIRED","size fractionation"
"403","SRR11874027","sig-ET-3h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735149","PAIRED","size fractionation"
"404","SRR11874026","sig-ET-6h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735150","PAIRED","size fractionation"
"405","SRR11874024","sig-ET-6h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735152","PAIRED","size fractionation"
"406","SRR11874023","sig-ET-6h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735153","PAIRED","size fractionation"
"407","SRR11873999","sig-MeJA-1h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735177","PAIRED","size fractionation"
"408","SRR11873989","sig-MeJA-12h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735187","PAIRED","size fractionation"
"409","SRR11873988","sig-MeJA-12h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735188","PAIRED","size fractionation"
"410","SRR11873987","sig-MeJA-12h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735189","PAIRED","size fractionation"
"411","SRR11873986","sig-MeJA-24h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735190","PAIRED","size fractionation"
"412","SRR11873985","sig-MeJA-24h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735191","PAIRED","size fractionation"
"413","SRR11873984","sig-MeJA-24h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735192","PAIRED","size fractionation"
"414","SRR11873998","sig-MeJA-1h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735178","PAIRED","size fractionation"
"415","SRR11873997","sig-MeJA-1h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735179","PAIRED","size fractionation"
"416","SRR11873996","sig-MeJA-3h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735180","PAIRED","size fractionation"
"417","SRR11873995","sig-MeJA-3h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735181","PAIRED","size fractionation"
"418","SRR11873994","sig-MeJA-3h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735182","PAIRED","size fractionation"
"419","SRR11873993","sig-MeJA-6h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735183","PAIRED","size fractionation"
"420","SRR11873991","sig-MeJA-6h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735185","PAIRED","size fractionation"
"421","SRR11873990","sig-MeJA-6h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735186","PAIRED","size fractionation"
"422","SRR11874016","sig-SA-1h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735160","PAIRED","size fractionation"
"423","SRR11874006","sig-SA-12h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735170","PAIRED","size fractionation"
"424","SRR11874005","sig-SA-12h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735171","PAIRED","size fractionation"
"425","SRR11874004","sig-SA-12h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735172","PAIRED","size fractionation"
"426","SRR11874002","sig-SA-24h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735174","PAIRED","size fractionation"
"427","SRR11874001","sig-SA-24h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735175","PAIRED","size fractionation"
"428","SRR11874000","sig-SA-24h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735176","PAIRED","size fractionation"
"429","SRR11874015","sig-SA-1h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735161","PAIRED","size fractionation"
"430","SRR11874013","sig-SA-1h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735163","PAIRED","size fractionation"
"431","SRR11874012","sig-SA-3h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735164","PAIRED","size fractionation"
"432","SRR11874011","sig-SA-3h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735165","PAIRED","size fractionation"
"433","SRR11874010","sig-SA-3h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735166","PAIRED","size fractionation"
"434","SRR11874009","sig-SA-6h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735167","PAIRED","size fractionation"
"435","SRR11874008","sig-SA-6h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735168","PAIRED","size fractionation"
"436","SRR11874007","sig-SA-6h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735169","PAIRED","size fractionation"
"437","SRR11873982","sig-mock-6h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735194","PAIRED","size fractionation"
"438","SRR11874036","sig-mock-1h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735140","PAIRED","size fractionation"
"439","SRR11874025","sig-mock-1h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735151","PAIRED","size fractionation"
"440","SRR11874014","sig-mock-1h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735162","PAIRED","size fractionation"
"441","SRR11874003","sig-mock-3h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735173","PAIRED","size fractionation"
"442","SRR11873992","sig-mock-3h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735184","PAIRED","size fractionation"
"443","SRR11873983","sig-mock-3h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735193","PAIRED","size fractionation"
"444","SRR11874049","sig-ABA-1h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735127","PAIRED","size fractionation"
"445","SRR11874048","sig-ABA-1h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735128","PAIRED","size fractionation"
"446","SRR11874046","sig-ABA-1h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735130","PAIRED","size fractionation"
"447","SRR11874045","sig-ABA-3h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735131","PAIRED","size fractionation"
"448","SRR11874044","sig-ABA-3h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735132","PAIRED","size fractionation"
"449","SRR11874043","sig-ABA-3h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735133","PAIRED","size fractionation"
"450","SRR11874042","sig-ABA-6h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735134","PAIRED","size fractionation"
"451","SRR11874059","sig-mock-0h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735117","PAIRED","size fractionation"
"452","SRR11874057","sig-mock-6h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735119","PAIRED","size fractionation"
"453","SRR11874056","sig-mock-6h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735120","PAIRED","size fractionation"
"454","SRR11874055","sig-mock-12h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735121","PAIRED","size fractionation"
"455","SRR11874054","sig-mock-12h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735122","PAIRED","size fractionation"
"456","SRR11874053","sig-mock-12h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735123","PAIRED","size fractionation"
"457","SRR11874052","sig-mock-24h-1","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735124","PAIRED","size fractionation"
"458","SRR11874051","sig-mock-24h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735125","PAIRED","size fractionation"
"459","SRR11874050","sig-mock-24h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735126","PAIRED","size fractionation"
"460","SRR11874058","sig-mock-0h-2","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735118","PAIRED","size fractionation"
"461","SRR11874047","sig-mock-0h-3","PRJNA634831","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6735129","PAIRED","size fractionation"
"462","SRR12799882","Breaking_Point_1_1","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497798","PAIRED","cDNA"
"463","SRR12799881","Breaking_Point_1_2","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497799","PAIRED","cDNA"
"464","SRR12799880","Breaking_Point_1_3","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497800","PAIRED","cDNA"
"465","SRR12799879","Breaking_Point_1_4","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497801","PAIRED","cDNA"
"466","SRR12799878","Breaking_Point_1_5","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497802","PAIRED","cDNA"
"467","SRR12799889","Breaking_Point_2_with_NO_1","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497791","PAIRED","cDNA"
"468","SRR12799887","Breaking_Point_2_with_NO_2","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497793","PAIRED","cDNA"
"469","SRR12799886","Breaking_Point_2_with_NO_3","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497794","PAIRED","cDNA"
"470","SRR12799885","Breaking_Point_2_with_NO_4","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497795","PAIRED","cDNA"
"471","SRR12799884","Breaking_Point_2_with_NO_5","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497796","PAIRED","cDNA"
"472","SRR12799894","Breaking_Point_2_without_NO_1","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497786","PAIRED","cDNA"
"473","SRR12799893","Breaking_Point_2_without_NO_2","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497787","PAIRED","cDNA"
"474","SRR12799892","Breaking_Point_2_without_NO_3","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497788","PAIRED","cDNA"
"475","SRR12799891","Breaking_Point_2_without_NO_4","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497789","PAIRED","cDNA"
"476","SRR12799890","Breaking_Point_2_without_NO_5","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497790","PAIRED","cDNA"
"477","SRR12799900","Green_1","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497780","PAIRED","cDNA"
"478","SRR12799899","Green_2","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497781","PAIRED","cDNA"
"479","SRR12799888","Green_3","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497792","PAIRED","cDNA"
"480","SRR12799883","Green_4","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497797","PAIRED","cDNA"
"481","SRR12799877","Red_1","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497803","PAIRED","cDNA"
"482","SRR12799898","Red_2","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497782","PAIRED","cDNA"
"483","SRR12799897","Red_3","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497783","PAIRED","cDNA"
"484","SRR12799896","Red_4","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497784","PAIRED","cDNA"
"485","SRR12799895","Red_5","PRJNA668052","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS7497785","PAIRED","cDNA"
"486","SRR19604999","Ca-C12h1","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356671","PAIRED","PCR"
"487","SRR19605003","Ca-C12h2","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356668","PAIRED","PCR"
"488","SRR19605035","Ca-C12h3","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356653","PAIRED","PCR"
"489","SRR19605001","Ca-C24h1","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356669","PAIRED","PCR"
"490","SRR19605013","Ca-C24h2","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356663","PAIRED","PCR"
"491","SRR19605037","Ca-C24h3","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356651","PAIRED","PCR"
"492","SRR19605005","Ca-Na12h1","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356667","PAIRED","PCR"
"493","SRR19605009","Ca-Na12h2","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356665","PAIRED","PCR"
"494","SRR19605015","Ca-Na12h3","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356662","PAIRED","PCR"
"495","SRR19605007","Ca-Na24h1","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356666","PAIRED","PCR"
"496","SRR19605011","Ca-Na24h2","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356664","PAIRED","PCR"
"497","SRR19605017","Ca-Na24h3","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356661","PAIRED","PCR"
"498","SRR19605027","Ca-NaPC12h3","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356656","PAIRED","PCR"
"499","SRR19605029","Ca-NaPC24h3","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356654","PAIRED","PCR"
"500","SRR19605019","Ca-NaPc12h1","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356660","PAIRED","PCR"
"501","SRR19605023","Ca-NaPc12h2","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356657","PAIRED","PCR"
"502","SRR19605021","Ca-NaPc24h1","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356659","PAIRED","PCR"
"503","SRR19605025","Ca-NaPc24h2","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356658","PAIRED","PCR"
"504","SRR19605031","Ca-Pc12h1","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356655","PAIRED","PCR"
"505","SRR19604991","Ca-Pc12h2","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356674","PAIRED","PCR"
"506","SRR19604995","Ca-Pc12h3","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356672","PAIRED","PCR"
"507","SRR19605033","Ca-Pc24h1","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356652","PAIRED","PCR"
"508","SRR19604993","Ca-Pc24h2","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356673","PAIRED","PCR"
"509","SRR19604997","Ca-Pc24h3","PRJNA713806","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS13356670","PAIRED","PCR"
"510","SRR15364429","H-1","PRJNA751625","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS9699507","PAIRED","RANDOM"
"511","SRR15364428","H-2","PRJNA751625","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS9699508","PAIRED","RANDOM"
"512","SRR15364427","H-3","PRJNA751625","Capsicum annuum",105,"RNA-Seq","ILLUMINA","SRS9699509","PAIRED","RANDOM"
"513","SRR15364423","PAP-1","PRJNA751625","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS9699513","PAIRED","RANDOM"
"514","SRR15364422","PAP-2","PRJNA751625","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS9699514","PAIRED","RANDOM"
"515","SRR15364421","PAP-3","PRJNA751625","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS9699515","PAIRED","RANDOM"
"516","SRR15364426","RP-1","PRJNA751625","Capsicum annuum",155,"RNA-Seq","ILLUMINA","SRS9699510","PAIRED","RANDOM"
"517","SRR15364425","RP-2","PRJNA751625","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS9699511","PAIRED","RANDOM"
"518","SRR15364424","RP-3","PRJNA751625","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS9699512","PAIRED","RANDOM"
"519","SRR19180789","323F3C1","PRJNA837070","Capsicum",300,"RNA-Seq","ILLUMINA","SRS12978915","PAIRED","RT-PCR"
"520","SRR19180788","323F3C2","PRJNA837070","Capsicum",300,"RNA-Seq","ILLUMINA","SRS12978917","PAIRED","RT-PCR"
"521","SRR19180785","323F3C3","PRJNA837070","Capsicum",300,"RNA-Seq","ILLUMINA","SRS12978919","PAIRED","RT-PCR"
"522","SRR19180784","323F3S1","PRJNA837070","Capsicum",300,"RNA-Seq","ILLUMINA","SRS12978920","PAIRED","RT-PCR"
"523","SRR19180783","323F3S2","PRJNA837070","Capsicum",300,"RNA-Seq","ILLUMINA","SRS12978921","PAIRED","RT-PCR"
"524","SRR19180782","323F3S3","PRJNA837070","Capsicum",300,"RNA-Seq","ILLUMINA","SRS12978922","PAIRED","RT-PCR"
"525","SRR19180781","P300C1","PRJNA837070","Capsicum",300,"RNA-Seq","ILLUMINA","SRS12978923","PAIRED","RT-PCR"
"526","SRR19180780","P300C2","PRJNA837070","Capsicum",300,"RNA-Seq","ILLUMINA","SRS12978927","PAIRED","RT-PCR"
"527","SRR19180779","P300C3","PRJNA837070","Capsicum",300,"RNA-Seq","ILLUMINA","SRS12978959","PAIRED","RT-PCR"
"528","SRR19180778","P300S1","PRJNA837070","Capsicum",300,"RNA-Seq","ILLUMINA","SRS12978925","PAIRED","RT-PCR"
"529","SRR19180787","P300S2","PRJNA837070","Capsicum",300,"RNA-Seq","ILLUMINA","SRS12978924","PAIRED","RT-PCR"
"530","SRR19180786","P300S3","PRJNA837070","Capsicum",300,"RNA-Seq","ILLUMINA","SRS12978918","PAIRED","RT-PCR"
"531","SRR21655427","TRT3B","PRJNA844322","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15187796","PAIRED","RT-PCR"
"532","SRR25467467","TRT3B","PRJNA844322","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15187796","PAIRED","RT-PCR"
"533","SRR25467470","TRT1A","PRJNA844322","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15187750","PAIRED","RT-PCR"
"534","SRR21655363","TRT1A","PRJNA844322","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15187750","PAIRED","RT-PCR"
"535","SRR21655388","TRT1B","PRJNA844322","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15187758","PAIRED","RT-PCR"
"536","SRR25467469","TRT1B","PRJNA844322","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15187758","PAIRED","RT-PCR"
"537","SRR25467466","TRT25A","PRJNA844322","Capsicum annuum",299,"RNA-Seq","ILLUMINA","SRS15196614","PAIRED","RT-PCR"
"538","SRR21666157","TRT25A","PRJNA844322","Capsicum annuum",299,"RNA-Seq","ILLUMINA","SRS15196614","PAIRED","RT-PCR"
"539","SRR21666268","TRT25B","PRJNA844322","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15196655","PAIRED","RT-PCR"
"540","SRR25467465","TRT25B","PRJNA844322","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15196655","PAIRED","RT-PCR"
"541","SRR21655424","TRT3A","PRJNA844322","Capsicum annuum",299,"RNA-Seq","ILLUMINA","SRS15187793","PAIRED","RT-PCR"
"542","SRR25467468","TRT3A","PRJNA844322","Capsicum annuum",299,"RNA-Seq","ILLUMINA","SRS15187793","PAIRED","RT-PCR"
"543","SRR25467472","CTRLA","PRJNA844322","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15180710","PAIRED","RT-PCR"
"544","SRR21647382","CTRLA","PRJNA844322","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15180710","PAIRED","RT-PCR"
"545","SRR21650411","CTRLB","PRJNA844322","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15183738","PAIRED","RT-PCR"
"546","SRR25467471","CTRLB","PRJNA844322","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15183738","PAIRED","RT-PCR"
"547","SRR19592705","zfx001","PRJNA846120","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS13343414","PAIRED","Oligo-dT"
"548","SRR19592704","zfx002","PRJNA846120","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS13343415","PAIRED","Oligo-dT"
"549","SRR19592695","zfx003","PRJNA846120","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS13343424","PAIRED","Oligo-dT"
"550","SRR19592694","zfx004","PRJNA846120","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS13343425","PAIRED","Oligo-dT"
"551","SRR19592693","zfx005","PRJNA846120","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS13343426","PAIRED","Oligo-dT"
"552","SRR19592692","zfx006","PRJNA846120","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS13343427","PAIRED","Oligo-dT"
"553","SRR19592691","zfx007","PRJNA846120","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS13343428","PAIRED","Oligo-dT"
"554","SRR19592690","zfx008","PRJNA846120","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS13343429","PAIRED","Oligo-dT"
"555","SRR19592689","zfx009","PRJNA846120","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS13343430","PAIRED","Oligo-dT"
"556","SRR19592688","zfx010","PRJNA846120","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS13343431","PAIRED","Oligo-dT"
